popularity,year,rating,name,director,actors
4120,2020,,Ardham Chesukoru,Ravi Mulakalavalli,"['Bhushan', 'Rajeev Kanakala', 'Murali Mohan', 'Tejaswani']"
4121,2020,,Mike Testing 143,Veeru. K.,"['Brahmanandam', 'Krishnudu', 'Kondavalasa Lakshmana', 'V.K. Naresh']"
4122,III,,Scam,Naga Venkatesh,"['Naveen Chandra', 'Keerthi Chawla', 'Mounika', 'Oviya']"
4123,,,VD 12,Shiva Nirvana,"['Vijay Deverakonda', 'Vicky Kadian']"
4124,2021,,Akhanda,Boyapati Srinu,"['Nandamuri Balakrishna', 'Pragya Jaiswal', 'Meka Srikanth']"
4125,2021,,Ranga Maarthaanda,Krishna Vamsi,"['Aadarsh Balakrishna', 'Anasuya Bharadwaj', 'Brahmanandam', 'Vamsee Chaganti']"
4126,2019,,Srimati 21F,Abdul Majith,"['Aishwarya', 'Akila', 'Amutha', 'Appu']"
4127,2020,,Love 20-20,Mohini,[]
4128,2021,,Most Eligible Bachelor,Bhaskar,"['Akhil Akkineni', 'Pooja Hegde', 'Murli Sharma', 'V. Jayaprakash']"
4129,2020,,Maha Shankarudu,Omkar B.A.,"['Sridhar', 'Sudharani']"
4130,2021,,Naarappa,Srikanth Addala,"['Priyamani', 'Venkatesh Daggubati', 'Rajsekhar Aningi', 'Rao Ramesh']"
4131,2014,,Ninu Chusaka,Raja Dasari,"['Bhavani Agarwal', 'Brahmanandam', 'Fm Chanti', 'Shankar Melkote']"
4132,2014,,Veda Archana Sastry,Veeru. K.,"['Brahmanandam', 'Lakshman Rao Kondavalasa', 'Krishnudu', 'Taraka Ratna Ramarao Nandamuri']"
4133,2021,,Najarana,Y. Koti Babu,"['Kaveri', 'Suman']"
4134,2021,,Seeti Maar,Sampath Nandi,"['Digangana Suryavanshi', 'Tamannaah Bhatia', 'Bhoomika Chawla', 'Apsara Rani']"
4135,1992,,Laati,Gunasekhar,"['Ali', 'Brahmaji', 'Brahmanandam', 'J.D. Chakravarthi']"
4136,2015,,Youthful Love,Vemu Ganti,"['Manoj Nandam', 'Priyadarshini Ghosh', 'Ali', 'Giri Babu']"
4137,2021,,Acharya,Koratala Siva,"['Chiranjeevi', 'Ram Charan', 'Kajal Aggarwal', 'Pooja Hegde']"
4138,2020,,Nuvvu Evaro Nenu Evaro,Vak Bhashkkar,"['Meghana Rai', 'Chitram Seenu', 'Suman Shetty']"
4139,2020,,Ugram,Rajsekhar,"['Sai Akshatha', 'Sampoornesh Babu', 'Raju Bhai', 'J.D. Chakravarthi']"
4140,2020,,Kalakarudu,Dussa Kiran Sadhu,"['Durga Gade', 'Jabardasth Jeevan', 'Thotapalli Madhu', 'Krishna Murali Posani']"
4141,2020,,Uttara,,[]
4142,III) (2016,,Mental,Bujji K.,"['Brahmanandam', 'Mumait Khan', 'Rachana Maurya', 'Aksha Pardasany']"
4143,2019,,Prema Antha Easy Kadu,Eashwar,"['Rhajesh Kumar', 'Prajwal Poovaiah', 'Kedhar Shankar']"
4144,2019,,Samaram,Basheer Alluri,"['Pragya Nayan', 'Satya Prakash', 'Sagar']"
4145,2020,,Angulika,Prem Aryan,"['Arjan Bajwa', 'Adnan Javid Khan', 'Priyamani', 'Kota Srinivasa Rao']"
4146,2013,,Rye Rye,Sudhir Raju,"['Aksha Pardasany', 'Srinivas']"
4147,2021,,Tuck Jagadish,Shiva Nirvana,"['Nani', 'Ritu Varma', 'Aishwarya Rajesh', 'Jagapathi Babu']"
4148,2019,,Hulchul,Sripathy Karri,"['Dhanya Balakrishna', 'Krishnudu', 'Madhunandan', 'Ravi Prakash']"
4149,2019,,Kaliyuga,Swathi Deekhit,[]
4150,2021,,Love Story,Sekhar Kammula,"['Naga Chaitanya Akkineni', 'Sai Pallavi', 'Easwari Rao', 'Devayani']"
4151,2019,,Rupam S 20+,Durga Prasad,"['Bangarraju', 'Chakravarthi']"
4152,2019,,Raghupathi Venkaiah Naidu,Babji,"['Tanikella Bharani', 'V.K. Naresh', 'Maharshi Raghava']"
4153,2016,,Rambha Urvasi Menaka,Isha Chawla,[]
4154,2015,,Tholipata,Madhavi Latha,[]
4155,1995,,Amma Naa Kodala,Ravinder Kolishetty,"['Vinod Kumar', 'Soundarya', 'Vanisri']"
4156,2019,,Manasa Vaacha,Prasad M.V.,"['London Ganesh', 'Noni Harrison', 'Karishma Karpal', 'Palak Lalwani']"
4157,2018,,Antha V Chitram,Jay Ram Kumar,"['Eswar Surapu', 'Ishika', 'Nikhil']"
4158,2021,,Evadra Hero,Basheed S.K.,"['Brahmanandam', 'Bhanushree Mehra', 'Richard Rishi', 'Basheed S.K.']"
4159,2020,,Sadha Nannu Nadipe,Lanka Pratheek Prem Karan,"['Ali', 'Lanka Pratheek Prem Karan', 'Nagendra Babu', 'Nassar']"
4160,2019,,Ranasthalam,Adhi Aravala,"['Satyam Rajesh', 'Jabardasth Appa Rao', 'Chatrapathi Sekhar', 'Shalu']"
4161,2021,,Ashok Galla Debut Movie,Sriram Adittya,"['Nidhhi Agerwal', 'Ashok Galla']"
4162,2020,,Thagithey Thandana,Srinath Badineni,"['Adith Arun', 'Madhu Nandan', 'Bhahubali Prabhakar', 'Sapthagiri']"
4163,,,Goodachari 2,Rahul Pakala,['Adivi Sesh']
4164,2021,,Good Luck Sakhi,Nagesh Kukunoor,"['Keerthy Suresh', 'Aadhi', 'Jagapathi Babu', 'Gayatri Bhargavi']"
4165,2019,,O Varsham Kurisina Rathri,N. Ramesh,"['Gundu Hanumantha Rao', 'Sara', 'Shakeela', 'Suman Shetty']"
4166,2020,,Namaste Nestama,K.C. Bokadia,"['Brahmanandam', 'Eshanya Maheshwari', 'Nassar', 'Karate Raja']"
4167,2013,,Aakasam Lo Sagam,Prem Raj,"['Anjali', 'Ravi Babu', 'Flora Saini']"
4168,2019,,Naa Peru Kanchana,Anjaneyulu,"['Priyanka', 'Shakeela', 'Suman Shetty']"
4169,2019,,Gavvalata,Ratnakar Rao,"['Saira Bhanu', 'Suman Shetty']"
4170,2020,,Sivangi,Thota Krishna,"['Bhanupriya', 'Thriller Manju', 'Nassar', 'Suman Shetty']"
4171,2019,,Shivalinga Puram,Thota Krishna,"['Baby Haritha', 'Bathineni Srinu', 'R.K. Suresh']"
4172,2019,,Konapuramlo Jarigina Katha,K.B. Krishna,"['Sunitha Marasiar', 'Anil Mogili', 'Rahul Rajesh', 'Syed Sohel Ryan']"
4173,2019,,Anukoni Athidhi,Vivek,"['Atul Kulkarni', 'Sai Pallavi', 'Prakash Raj']"
4174,,,Valliddari Madhya,V.N. Aditya,"['Viraj Ashwin', 'Jayasri Rachakonda', 'Venkat Siddareddy', 'Bindu Chandramouli']"
4175,,,7 Adughulu,Santosh Tukkapuram,['Abijeet']
4176,2019,,Pulivendula Pulibidda,Gopalakrishna,"['Swathi Priya', 'Thoyaj']"
4177,,,Mayadari Malligadu,Hanuman,"['Sudheer Babu Posani', 'Ali', 'Namratha']"
4178,,,Rendu Jella Sita,Ramprasad Ragutu,"['Keerthy Suresh', 'Krishna Murali Posani', 'Rahul Dev', 'Naveen Vijay Krishna']"
4179,1977,,Savasagallu,Bhoyina Subba Rao,"['Krishna Ghattamaneni', 'Jayachitra', 'Prabha', 'Gummadi']"
4180,,,Kadapa Simham,Pernapati Srivishnu,"['Pooja Roshan', 'Prahlad', 'Jaya Prakash Reddy', 'Satyam Rajesh']"
4181,2014,,Janmasthanam,Om Sai Prakash,"['Sai Kumar', 'Pavani', 'Roopika']"
4182,,,Mass Power,Siva Jonnalagadda,['Sandeepthi']
4183,2021,,Virata Parvam,Venu Udugula,"['Priyamani', 'Sai Pallavi', 'Rana Daggubati', 'Nandita Das']"
4184,,,15 18 24 Love Story,Kiran Kumar Madhupuri,"['Racha Ravi', 'Eesha Chamundi']"
4185,,,#US2,N.V. Nirmal Kumar,"['Aishwarya Rajesh', 'Udaya Sankar']"
4186,,,Ammadu Lets Do Kummudu,Bsr,['Guruprasad']
4187,,,Saagara Theeramlo,Dharma Rao Jagatha,['Dishanth']
4188,2019,,Athaha,Ved Aitharaju,['Noel Sean']
4189,1994,,Jeevitha Khaidi,K. Ajay Kumar,"['Sobhan Babu', 'Jayasudha', 'Jaya Prada']"
4190,2019,,Dosham,Raghu,[]
4191,,,Chamanthi,J. Mohankanth,"['Sindhuja', 'Santosh', 'Mahesh']"
4192,2000,,Bagunnaraa,Bakruddin,"['Giri Babu', 'Priya Gill', 'Gangadhar Panday', 'Srihari']"
4193,,,Puliraja IPS,Raghava Tiruvaipati,['Potti Rambabu']
4194,2019,,Captain Rana Prathap,Harnath Policherla,"['Nishi Ganda', 'Puneet Issar', 'Harnath Policherla']"
4195,2019,,Prema Janta,Nikhilesh Thogari,"['Ram Praneeth', 'Sumaya']"
4196,2019,,Stuvartpuram,Sathyanarayana Ekari,"['Sai Ram Dasari', 'Harsha Nallabelli', 'Bhanu Prasad', 'Preethi Singh']"
4197,II) (2019,,"Wife, i",Gssp Kalyan,"['Surya Akondi', 'Fida Gill', 'Gunnjan', 'Abhishek Reddy']"
4198,1981,,Guvvala Janta,K. Vasu,"['Jayasudha', 'Krishnamraju', 'Ranganath']"
4199,2004,,Maa Ilavelpu,Sanjeeva,"['Prema', 'Madala Ravi']"
4200,2015,,Panchamukhi,Bhanu Kiran Challa,"['Aryan Rajesh', 'Madala Ravi']"
4201,1985,,Sri Katna Leelalu,Gopalakrishna Paruchuri,"['Venkateswara Rao Paruchuri', 'Chandramohan', 'Nuthan Prasad', 'Sakshi Ranga Rao', 'Gollapudi Maruthi Rao']"
4202,1984,,Kai Raja Kai,Gopalakrishna Paruchuri,"['Venkateswara Rao Paruchuri', 'Chandramohan', 'Murali Mohan', 'Rao Gopal Rao', 'Sumalatha']"
4203,2003,,Hitech Students,Jai Akash,"['Gundu Hanumantha Rao', 'Rallapalli', 'Saikiran']"
4204,1979,,Kaliyuga Mahabharatam,V. Hanuman Prasad,"['Chalam', 'Madhavi', 'Narayana P.L.', 'Nuthan Prasad']"
4205,1979,,Chaaya,V. Hanuman Prasad,"['Satyendra Kumar', 'Roopadevi', 'Sailaja']"
4206,1980,,Badayi Basavayya,Bhoyina Subba Rao,"['Jayamalini', 'Varalakshmi P.R.', 'Nuthan Prasad', 'Rallapalli']"
4207,2013,,Man of the Match,P.A. Arun Prasad,"['Mrudula Murali', 'M.S. Narayana', 'Rajendra Prasad', 'Raasi']"
4208,2014,,Broker 2,Maddineni Ramesh,"['Krishna Murali Posani', 'Madala Ravi']"
4209,2019,,Durmargudu,Suneeth Jampa,"['Vijay Krishna', 'Jabardast Murali', 'Racha Ravi', 'Zarakhan']"
4210,2019,,Marketlo Prajaswamyam,R. Narayana Murthy,"['Madhavi', 'R. Narayana Murthy', 'Kasi Vishwanath']"
4211,2019,,Bhairavapuram 13 KM,Eashwar,[]
4212,1981,,Jathagadu,Bhoyina Subba Rao,"['Krishna Ghattamaneni', 'Gummadi', 'Jaya Prada']"
4213,2016,,Mister 420,Raghu Kumar Karumanchi,"['Varun Sandesh', 'Sayaji Shinde']"
4214,2010,,Bhairava IPS,Tanikella Bharani,"['Srihari', 'Sindhu Tolani']"
4215,2019,,Vishakapattana Kendram,Satish Bathula,"['Akshatha Shreedhar Shastry', 'Shivakumar', 'Humai Chandu']"
4216,1989,,Saakshi,P. Ramachandran,"['Chandramohan', 'Jayasudha', 'Lizy', 'Rajendra Prasad']"
4217,1988,,Pruthvi Raj,Perala,"['Gowthami', 'Jayasudha', 'Krishnamraju']"
4218,1973,,Puttinillu Mettinillu,Pattu,"['Sobhan Babu', 'Chandrakala', 'Krishna Ghattamaneni', 'Lakshmi']"
4219,2018,,Swarna Khadgham,Yaata Satyanarayana,"['Sanjjanaa Galrani', 'Rajsekhar Aningi', 'Meghna Gowda', 'Poonam Kaur']"
4220,2006,,Aganthakudu,Anil Kishore,"['Sarath Babu', 'Siva Balaji', 'Madhu Shalini', 'Nikita Thukral']"
4221,,,NRI - Nayana Rara Intiki,Bala Rajasekharuni,"['Srinivas Avasarala', 'Samantha Belle', 'Dan Weisgerber', 'Ayodhyakumar Krishnamsetty']"
4222,,,Bandi,Raghava,['Aditya Om']
4223,1975,,Pooja,Murugan Kumaran,"['Manjula', 'Ramakrishna', 'Kanta Rao', 'Savitri']"
4224,,,Anandha Bhairavi,Karri Balaji,"['Anjali', 'Raai Laxmi', 'Adith Arun']"
4225,2018,,IPC Section: Bharya Bandhu,Rettadi Srinivas,"['Aamani', 'Neha Deshpande', 'Sarraschandra']"
4226,II,,Serial Killer,Murali Kameti,"['Chandra', 'Mallika Jagula', 'Murali Kameti', 'Baby Karthika']"
4227,2004,,Nenu Saitham,Dhavala Satyam,"['Gurleen Chopra', 'Madhala Ranga Rao', 'Madala Ravi', 'Jayaprakash Reddy']"
4228,2019,,Apple,Shankar,"['Vijay Chendur', 'Dattanna', 'Pooja Gandhi', 'Nagendra']"
4229,2017,,O Pilla Nee Valla,Kishore Kumar Reddy Sonti,"['Shalu Chourasiya', 'Chaitanya Krishna', 'Monika Singh', 'Surya Sreenivas']"
4230,2011,,Modalaindi Ela,Balaji Balakrishnan,"['Meghana Raj', 'Karthik Sabesh']"
4231,2009,,Manjeera,Raghuvarun,['Sridevi']
4232,1984,,James Bond 999,Gowtham,"['Bhanu Priya', 'Suman']"
4233,2019,,Duppatlo Minnagu,Yandamuri Veerendranath,"['Chirashree Anchan', 'Naveen Thirthahalli']"
4234,2019,,Bilalpur Police Station,Naga Saimakam,"['Saanve Megghana', 'Maganti Srinath', 'R.S. Nanda', 'Gorati Venkanna']"
4235,,,Daamini Villaa,Rockeshh Reddy,"['Aditya Om', 'Rekha Boj']"
4236,2017,,Rangeela (telugu),Rockeshh Reddy,['Rekha Boj']
4237,2019,,Khananam,Raadha,"['Aryavardan', 'Avinash', 'Karishma Baruah', 'Bank Janardhan']"
4238,2019,,Okate Life,Venkat M,"['Jithan Ramesh', 'Suman', 'Nalla Venu', 'Shruthi Yugal']"
4239,,,Amar,Ravikumar Varma,['Navdeep']
4240,,,Adi Oka Idile,Swarna Babu,"['Radhika Preeti', 'Sabyasachi Misra', 'Maheedhar Pasam', 'Shyam Kumar']"
4241,,,Viswadarshanam,Janardhana Maharshi,"['K. Viswanath', 'Tanikella Bharani']"
4242,1994,,Doragariki DongaPellam,S.S. Ravichandra,"['Krishna Ghattamaneni', 'Jayasudha', 'Vijayshanti']"
4243,1993,,Vintha Kodallu,K. Subash,"['Chandramohan', 'Jayasudha', 'Suthi Velu']"
4244,2014,,Zahreela,G. Srinivasan,"['Tanish Alladi', 'Ishita Dutta']"
4245,II) (2008,,Kalidasu,G. Ravicharan Reddy,"['Ajay', 'Tamannaah Bhatia', 'Sushant']"
4246,1992,,Dr. Ambedkar,Bharat Parepalli,"['Neena Gupta', 'Rohini Hattangadi', 'Akash Khurana']"
4247,2019,,Oka Tupaki Moodu Pittalu,Ramkumar,"['Krishna Bhagavan', 'L B Sriram']"
4248,2005,,Sorry Enaku Kalyanamayidichu,Sagar,"['M.S. Bhaskar', 'Chinnijayanth', 'Chitti Babu', 'Kunal']"
4249,2017,,Khayyum Bhai,Bharat Parepalli,"['Mouni', 'Taraka Ratna Ramarao Nandamuri', 'Harshita Panwar', 'Katta Rambabu']"
4250,2009,,Putrudu,Sravan Bapatla,"['Bindu', 'Indrasena', 'Jayavani', 'Jeeva']"
4251,2000,,Nanna Hendthi Chennagiddale,Dinesh Babu,"['Ramesh Bhat', 'Anant Nag', 'Ramesh', 'Sharan']"
4252,,,Untitled K Movie,Sampath Raaj,['Murli Sharma']
4253,2021,,Zinga,Jaishankar Chigurula,"['Devan Sanjeev', 'Sri Ram', 'Sir Priya', 'Kasu Naveen Kumar']"
4254,1956,,Sri Gauri Mahathyam,Yoganand,"['Taraka Rama Rao Nandamuri', 'Sriranjani']"
4255,,,Phalana Abbayi Phalana Ammayi,Srinivas Avasarala,"['Naga Shaurya', 'Malavika Nair', 'Palaparthi Sri Vidya', 'Isukapally Abhishek']"
4256,2019,,Cheddi gang,Kanagala Ramesh Chowdary,"['Baburaj Jacob', 'Sneha Kapoor', 'Devan Sreenivasan']"
4257,,,Adhrushyam,Ravi Prakash Krishnamsetty,"['Angana Roy', 'Jabardasth Appa Rao', 'Kalpana Raghavendar', 'John']"
4258,2006,,Shankar,Madhu,"['Laksh Chadalavada', 'Rahul Dev', 'Manasa', 'Sashikanth']"
4259,2018,,Amalu,L. Ravi Kumar,"['Anusha', 'Kavya', 'Bhanu Prakash']"
4260,,,Ala,Sarat Palanki,"['Rohit Reddy', 'Bhargav Kommera']"
4261,,,Takkari Donga Chakkani Chukka,Prakash,"['Saloni Aswani', 'Sampoornesh Babu']"
4262,1980,,Allari Baava,P. Sambasiva Rao,"['Krishna Ghattamaneni', 'Nirmalamma', 'Jaya Prada']"
4263,,,Detective Rishi #Phoenix,Sai Chakravarthi,"['Sandhya Janak', 'Thummala Narsimha Reddy', 'Jay Jha', 'Arohi Naidu']"
4264,2019,,Mooga Manasulu,Mahesh Kanakala,"['Ananathi', 'Mahesh Kanakala', 'Surabhi']"
4265,2018,,Dr Prasad c/o sitara,Chaithanya,"['Jeeva', 'Krishnudu', 'Sapthagiri', 'Suman Shetty']"
4266,2016,,Goa Girls,Krishna Prasad,"['Navya', 'Ranjith', 'Vaidehi']"
4267,2008,,Myaav,Vidya,"['Syed Abid Bhushan', 'Sree Chennupati', 'Eye', 'Ganesh']"
4268,2014,,Hum tum,Rom Bhimana,"['Shilpa Chakravarthy', 'Nikil Chakravathy', 'Simran Choudhary', 'Gundu Hanumantha Rao']"
4269,2014,,Prathighatana,Tammareddy Bharadwaja,"['Krishna Bhagavan', 'Brahmanandam', 'Charmy Kaur', 'Uttej']"
4270,2017,,Ila Ayithe Ela,Chandra Sekhar,"['Mansi Dovhal', 'Surabhi Prabhu', 'Santosh Samrat']"
4271,2018,,Lost Einstein,Pannu Gande,"['Darbha Appaji Ambarisha', 'Prasad Chandekar', 'Mahesh Pawan']"
4272,2019,,919 Lakeview Drive,Sandy Sai,"['Sri Chilukuri', 'Asif Khan', 'Kartik Garimella', 'Abhinay Rao']"
4273,1957,,Veera Kankanam,G.R. Rao,"['Taraka Rama Rao Nandamuri', 'T. Kirshna Kumari', 'Jamuna', 'Rama Devi']"
4274,1970,,Sridevi,Narayana B.S.,"['Gummadi', 'Haranath', 'K.R. Vijaya']"
4275,1952,,Virupakshuni Vichitra Guha,Nagayya,[]
4276,1978,,Manchi Manasu,Kolli Pratyagatma,"['Mohan Gandhi', 'Jaya Bhaskar', 'Krishnamraju', 'Madhavi', 'Prabha']"
4277,1971,,Vichithra Dampathyam,P. Chandrasekhara Reddy,"['Sobhan Babu', 'Vijaya Nirmala', 'Vijayalalitha', 'Gummadi']"
4278,1969,,Natakalarayudu,A. Sanjeevi,"['Satyanarayana Kaikala', 'Kanchana', 'Nagabhushanam', 'Nagaiah']"
4279,1998,,Vaibhavam,Mohan Gandhi,[]
4280,1985,,Terror,Mohan Gandhi,"['Bhanuchander', 'Suresh', 'Rajesh', 'Arjun Sarja']"
4281,2005,,Sankharavam,Mohan Gandhi,"['Anant Nag', 'Sarath Babu', 'Brahmanandam', 'Rajeev Kanakala']"
4282,1998,,Sambhavam,Mohan Gandhi,['Mamilla Shailaja Priya']
4283,1987,,Prema Samrat,Mohan Gandhi,[]
4284,2003,,Prema Donga,Mohan Gandhi,[]
4285,1986,,Poojaku Panikiraani Puvvu,Mohan Gandhi,"['Tulasi', 'Shekhar Suman', 'Nuthan Prasad', 'Chalapathi Rao']"
4286,2002,,Parasuram,Mohan Gandhi,"['Srihari', 'Sanghavi', 'Giri Babu', 'Brahmanandam']"
4287,1987,,Nyayaniki Sankellu,Mohan Gandhi,"['Murali Mohan', 'Raghuvaran', 'Rallapalli', 'Radhika Sarathkumar']"
4288,1987,,Muddula Manavadu,Mohan Gandhi,[]
4289,1993,,Mogudugaru,Mohan Gandhi,"['Vinod Kumar', 'Roja', 'Yamuna', 'Aachi Manorama']"
4290,1998,,Kalavari Chellelu Kanaka Maalakshmi,Mohan Gandhi,[]
4291,II) (1990,,Judgement,Mohan Gandhi,[]
4292,1986,,Bhale Mithrulu,Mohan Gandhi,[]
4293,1966,,Manase Mandiram,C.V. Sridhar,"['Akkineni Nageshwara Rao', 'Savitri', 'Kongara Jaggaiah']"
4294,1970,,Akka Chellelu,A. Sanjeevi,"['Akkineni Nageshwara Rao', 'Showkar Janaki', 'Krishna Ghattamaneni', 'Vijaya Nirmala']"
4295,1997,,Warning,Aamani,['Jaya Prada']
4296,1984,,Rojulu Marayi,Satyanarayana Vejella,"['Gummadi', 'Prabha', 'Nuthan Prasad', 'Rajendra Prasad']"
4297,1984,,Ramayanamlo Bhagavatham,T.L.V. Prasad,"['Bhanupriya', 'Chandramohan']"
4298,1988,,Prema Kiritam,G. Rammohan Rao,"['Kushboo', 'Kalyan Chakravarthy Nandamuri']"
4299,1991,,Naa Pellam Naa Ishtam,Gedhada Anandbabu,"['Chidathala Appa Rao', 'Giri Babu', 'Brahmanandam', 'Dham']"
4300,2006,,Mudhu,Chalapathi Rao,"['Rami Reddy', 'Vani Viswanath']"
4301,2001,,Lady Bachelors,Brahmanandam,[]
4302,1983,,Idi Kaadhu Mugimpu,Satyanarayana Vejella,"['Rajendra Prasad', 'Sivakrishna']"
4303,1983,,Ee Pillaku Pellavuthundha,Satyanarayana Vejella,"['Gummadi', 'Jyothi', 'Gopalakrishna Paruchuri', 'Rajendra Prasad']"
4304,1983,,Ee Desamlo Oka Roju,Satyanarayana Vejella,"['Sai Chand', 'Kavitha', 'Rajendra Prasad']"
4305,1984,,Ee Chaduvulu Makkodu,Satyanarayana Vejella,"['Sai Chand', 'Rajendra Prasad', 'Ranganath']"
4306,2001,,Athanu,Sathysm Babu,"['Rachana Banerjee', 'Brahmanandam', 'Ravinder Kolishetty', 'Sai Kumar']"
4307,1992,,Vadinagari Gajulu,Sripathi Panditharadhyula Rajaram,"['Sarath Babu', 'Vani Viswanath']"
4308,1990,,Udhyamam,Ranga Rao K.,"['Bhanuchander', 'Ravinder Kolishetty', 'Yamuna']"
4309,1995,,Super Mogudu,Sarath,"['Brahmanandam', 'Krishna Ghattamaneni', 'Satyanarayana Kaikala', 'Ramya Krishnan']"
4310,1991,,Siva Shakthi,Tammareddy Bharadwaja,"['Lizy', 'V.K. Naresh', 'Sindhu']"
4311,1980,,SamsaraBandam,Boina Subharao,"['Prabha', 'Sridhar', 'Subashini']"
4312,2000,,Real Story,Venkataramanareddy Gaddam,"['Brahmanandam', 'Chalapathi Rao', 'Prakash Raj']"
4313,1995,,Real Hero,Manne Radhakrishna,"['Krishna Ghattamaneni', 'Gopalakrishna Paruchuri', 'Ravali']"
4314,1976,,Ramarajyamlo Rakthapasam,P. Sambasiva Rao,"['K.V. Chalam', 'Krishna Ghattamaneni', 'Gummadi', 'Kongara Jaggaiah']"
4315,1994,,Raithu Bharatam,Tripuraneni Sriprasad,"['Krishna Ghattamaneni', 'Bhanuchander', 'Vani Viswanath', 'Soundarya']"
4316,1990,,Qaidi Dada,T.L.V. Prasad,"['Brahmanandam', 'Radha', 'Suman', 'Vanisri']"
4317,1991,,Prardhana,Vijay K. Bhaskar,"['Charu Haasan', 'Anjali Kadam', 'Suresh']"
4318,1994,,Police Alludu,Balaiah M.,"['Brahmanandam', 'Anjali Devi', 'Krishna Ghattamaneni', 'Malasri']"
4319,1980,,PanchaKalyani,Chandramohan,[]
4320,1994,,Pacha Thoranam,Adurti Saibhaskar,"['Archana', 'Brahmanandam', 'Ramesh Babu Ghattamaneni', 'Gitanjali']"
4321,1986,,Mannemlo Monagadu,Kodi Ramakrishna,"['Gollapudi Maruthi Rao', 'Arjun Sarja', 'Vennela', 'Vijaya Y.']"
4322,1973,,Manchi Vaalaku Manchivadu,K.S.R. Das,"['Krishna Ghattamaneni', 'Nagesh', 'Vijaya Nirmala']"
4323,1995,,Madya Taragati Mahabharatham,Bhaskar,"['Ramsuri', 'Brahmanandam', 'Narayana Rao Dasari', 'Lakshmi']"
4324,1993,,Inspector Jhansi,K. Sadasivarao,"['Harish', 'Jayasudha', 'Gopalakrishna Paruchuri', 'Soundarya']"
4325,1979,,Evvadabba Sommu,K.S.R. Das,"['Krishna Ghattamaneni', 'Sripriya']"
4326,1981,,Devudu Mamayya,K. Vasu,"['Sobhan Babu', 'Nagesh', 'Sridhar', 'Vanisri']"
4327,1981,,Antham Kadidi Aarambam,Vijaya Nirmala,"['Krishna Ghattamaneni', 'Vijaya Nirmala']"
4328,1988,,Annapurnammagari Alludu,M. Rosi Raiju,"['Rajasekhar', 'Bhanumathi Ramakrishna', 'Sita']"
4329,1993,,Anna Chellelu,P. Chandrasekhara Reddy,"['Aamani', 'Brahmanandam', 'Ramesh Babu Ghattamaneni', 'Soundarya']"
4330,1969,,Raja Simha,K.S.R. Das,"['Kanta Rao', 'Vanisri']"
4331,1997,,Priyamaina Srivaaru,Boina Subharao,"['Aamani', 'Ravali', 'Sanghavi', 'Suman']"
4332,1978,,Patnavaasam,P. Chandrasekhara Reddy,"['Vijaya Nirmala', 'Sripriya']"
4333,1979,,Naa Illu Naa Vaalu,Rajachandra,"['Giri Babu', 'Gummadi', 'Murali Mohan', 'Nuthan Prasad']"
4334,1972,,Balle Mosagaadu,P. Sambasiva Rao,"['Krishna Ghattamaneni', 'Krishnamraju', 'Vijaya Nirmala']"
4335,1987,,Yuga Karthulu,Aditya,[]
4336,1991,,Yugantam,Raviteja K.,[]
4337,1992,,Yugala Geetham,Brahmanandam,[]
4338,1989,,Yerudu Mane Meena,,[]
4339,1991,,Aada Pilla,K. Vasu,[]
4340,1975,,Yeh Sach Hai,B.R. Ishara,"['Rehana Sultan', 'Mrinal Mukherjee', 'Sarita', 'Manmohan Krishna']"
4341,1993,,Aa Aa Lee Lee,,[]
4342,1980,,Yuvatharam Kadhilindi,Dhavala Satyam,"['Chalapathi Rao', 'Sai Chand', 'V. Indira', 'Murali Mohan']"
4343,1984,,Aadadi,Mohan Gandhi,[]
4344,1974,,Aadadani Adrustam,B. Vittalacharya,[]
4345,1965,,Aadabrathuku,Vedantam Raghavaiah,"['Taraka Rama Rao Nandamuri', 'Devika', 'Gitanjali', 'Satyanarayana Kaikala']"
4346,1952,,Aadabrathuku,Subba Rao B.A.,[]
4347,1955,,Aadabidda,,[]
4348,1986,,Aada Paduchu,Mohan Gandhi,['Gopalakrishna Paruchuri']
4349,1970,,Aada Janma,,[]
4350,1988,,Aada Bomma,Jeeva,"['Hari Prasad', 'Sagarika']"
4351,2003,,Chantigadu,Jaya B.,"['Baladitya', 'Brahmanandam', 'Suhasini']"
4352,I) (1966,,Zamindar,V. Madhusudan Rao,"['Akkineni Nageshwara Rao', 'Savitri', 'Gummadi', 'Suryakantham']"
4353,1972,,Vooriki Upakari,K.S.R. Das,"['Arathi', 'Anjali Devi']"
4354,1972,,Vamsodharakudu,P. Sambasiva Rao,['Anjali Devi']
4355,1973,,Vakkuruthi,Mohan Gandhi,['Anjali Devi']
4356,1976,,Vadhu Varulu,N.D. Vijaya Babu,['Anjali Devi']
4357,1974,,Uttama Illalu,P. Sambasiva Rao,['Anjali Devi']
4358,1973,,Talli Kodukulu,P. Chandrasekhara Reddy,['Anjali Devi']
4359,1985,,Surya Chandra,Vijaya Nirmala,"['Anjali Devi', 'Jaya Prada']"
4360,1973,,Sreevaru Maavaru,B.S. Narayan,"['Anjali Devi', 'Krishna Ghattamaneni', 'Vanisri', 'Varalakshmi S.']"
4361,1980,,Shri Venkateshwara Vrata Mahatyam,K.S.R. Das,['Anjali Devi']
4362,1967,,Sati Sumati,Vedantam Raghavaiah,['Anjali Devi']
