popularity,year,rating,name,director,actors
184,2008,5.5,Krishnarjuna,P. Vasu,"['Nagarjuna Akkineni', 'Vishnu Manchu', 'Mamta Mohandas', 'Dev Gill']"
185,2021,7.5,Gaali Sampath,Aneesh Krishna,"['Anil Ravipudi', 'Rajendra Prasad', 'Sree Vishnu', 'Lovely Singh', 'Tanikella Bharani']"
186,2009,5.4,Saleem,Y.V.S. Chowdary,"['Gopireddy Mallikarjuna Reddy', 'Ali', 'Giri Babu', 'Mohan Babu', 'Raghu Babu']"
187,2007,6.2,Desamuduru,Puri Jagannadh,"['Allu Arjun', 'Hansika Motwani', 'Pradeep Singh Rawat', 'Ali']"
188,2014,7.4,Karthikeya,Chandoo Mondeti,"['Nikhil Siddharth', 'Swathi Reddy', 'Tanikella Bharani', 'Rao Ramesh']"
189,2005,8.0,Anukokunda Oka Roju,Chandra Sekhar Yeleti,"['Charmy Kaur', 'Jagapathi Babu', 'Shashank', 'Annie']"
190,2011,5.6,Teen Maar,Jayant Paranji,"['Pawan Kalyan', 'Trisha Krishnan', 'Kriti Kharbanda', 'Mukesh Rishi']"
191,2021,7.1,Zombie Reddy,Prasanth Varma,"['Teja Sajja', 'Anandhi', 'Daksha Nagarkar', 'R.J. Hemant']"
192,2017,6.6,Raja The Great,Anil Ravipudi,"['Ravi Teja', 'Mehreen Pirzada', 'Vivan Bhatena', 'Srinivasa Reddy']"
193,2018,6.6,Devadas,Sriram Adittya,"['Nagarjuna Akkineni', 'Nani', 'Aakanksha Singh', 'Rashmika Mandanna']"
194,2013,7.1,Gunde Jaari Gallanthayyinde,Vijay Kumar Konda,"['Nithiin', 'Nithya Menen', 'Isha Talwar', 'Ali']"
195,2020,3.5,Miss India,Narendra Nath,"['Jagapathi Babu', 'Naveen Chandra', 'Kamal Kamaraju', 'Bhanu Sri Mehra']"
196,2003,8.1,Aithe,Chandra Sekhar Yeleti,"['Abhishek', 'Harinath Babu B.', 'Mohit Chadha', 'Veerendra Chauhan']"
197,1962,8.8,Gundamma Katha,Kamalakara Kameshwara Rao,"['Suryakantham', 'Taraka Rama Rao Nandamuri', 'Akkineni Nageshwara Rao', 'Savitri']"
198,2010,5.9,Simha,Boyapati Srinu,"['Nandamuri Balakrishna', 'Ali', 'Saira Banu', 'Krishna Bhagavan']"
199,2002,6.8,Takkari Donga,Jayant Paranji,"['Mahesh Babu', 'Lisa Ray', 'Bipasha Basu', 'Rahul Dev']"
200,2021,8.4,Climax,Bhavani Shankar Kaipa,"['Chandranath', 'Muralidhar Goud', 'Aarti Gupta', 'Ankitha Kharath']"
201,2020,7.9,Uma Maheswara Ugra Roopasya,Venkatesh Maha,"['Satyadev Kancharana', 'V.K. Naresh', 'Suhas', 'K. Raghavan']"
202,2018,7.8,Chi La Sow,Rahul Ravindran,"['Sushanth', 'Ruhani Sharma', 'Vennela Kishore', 'Anuradha Hasan']"
203,2008,7.1,Saroja,Venkat Prabhu,"['Jayaram', 'Prakash Raj', 'S.P.B. Charan', 'Premgi Amaren']"
204,2014,7.7,Oohalu Gusagusalade,Srinivas Avasarala,"['Srinivas Avasarala', 'Bhadram', 'Krishna Bhagavan', 'Hema']"
205,2021,7.5,G - Zombie,Aryan Gowra,"['Deepu', 'Lokesh Achari', 'Rajsekhar Aningi', 'Gowtham Avula', 'Shaik Chisty']"
206,2020,5.4,Krishna and His Leela,Ravikanth Perepu,"['Sidhu Jonnalagadda', 'Shraddha Srinath', 'Seerat Kapoor', 'Shalini Vadnikatti']"
207,2013,6.9,Doosukeltha,Veeru Potla,"['Vishnu Manchu', 'Lavanya Tripathi', 'Ali', 'Raghu Babu']"
208,2006,7.8,Godavari,Sekhar Kammula,"['Sumanth', 'Kamalinee Mukherjee', 'Tanikella Bharani', 'Kamal Kamaraju']"
209,2014,6.7,Pandavulu Pandavulu Thummeda,Sriwass,"['Mohan Babu', 'Vishnu Manchu', 'Manoj Kumar Manchu', 'Raveena Tandon']"
210,2018,5.4,Savyasachi,Chandoo Mondeti,"['H. SrinivasaDora', 'Madhavan', 'Nidhhi Agerwal', 'Naga Chaitanya Akkineni', 'Bhoomika Chawla']"
211,2004,7.1,Varsham,Sobhan,"['Prabhas', 'Trisha Krishnan', 'Tottempudi Gopichand', 'Prakash Raj']"
212,2016,6.4,Soggade Chinni Nayana,Kalyan Krishna,"['Nagarjuna Akkineni', 'Ramya Krishnan', 'Lavanya Tripathi', 'Banerjee']"
213,2017,5.9,Nene Raju Nene Mantri,Teja,"['Mahesh Achanta', 'Kajal Aggarwal', 'Ajay', 'Rajsekhar Aningi']"
214,2006,6.0,Stalin,A.R. Murugadoss,"['Chiranjeevi', 'Trisha Krishnan', 'Prakash Raj', 'Sharada']"
215,2014,6.9,Rowdy,Ram Gopal Varma,"['Mohan Babu', 'Ravi Babu', 'Tanikella Bharani', 'Kishore Kumar G.']"
216,2014,7.4,Run Raja Run,Sujeeth,"['Sharwanand', 'Sampath Raj', 'Seerat Kapoor', 'V. Jayaprakash']"
217,2005,6.0,Balu,A. Karunakaran,"['Pawan Kalyan', 'Shriya Saran', 'Jayasudha', 'Neha Oberoi']"
218,2012,6.5,Dhenikaina Ready,G. Nageswara Reddy,"['Vishnu Manchu', 'Aishwarya', 'Raghu Babu', 'Master Bharath']"
219,2016,7.5,Ekkadiki Pothavu Chinnavada,Vi Anand,"['Nikhil Siddharth', 'Hebah Patel', 'Nandita Shwetha', 'Avika Gor']"
220,2021,8.0,MMOF,Yen .S. See,"['Akshatha', 'Sai Akshatha', 'Aryu', 'Ashok']"
221,2002,7.3,Aadi,V.V. Vinayak,"['N.T. Rama Rao Jr.', 'Keerthi Chawla', 'Ali', 'Rajeev Kanakala']"
222,2014,7.0,Anukshanam,Ram Gopal Varma,"['Vishnu Manchu', 'Madhu Shalini', 'Revathi', 'Surya Rao']"
223,2004,6.4,Mass,Lawrence Raghavendra,"['Nagarjuna Akkineni', 'Rahul Dev', 'Raghuvaran', 'Jyotika']"
224,2005,6.0,Political Rowdy,Adi Narayana,"['Venkat Maddirala', 'Mohan Babu', 'Charmy Kaur', 'Prakash Raj', 'Abbas']"
225,2016,7.1,Eedo Rakam Aado Rakam,G. Nageswara Reddy,"['Vishnu Manchu', 'Ravi Babu', 'Sonarika Bhadoria', 'Vennela Kishore']"
226,II) (2008,7.2,Ready,Sreenu Vaitla,"['Ram Pothineni', ""Genelia D'Souza"", 'Nassar', 'Brahmanandam']"
227,2020,5.8,Solo Brathuke So Better,Subbu,"['Ajay', 'Nazia Davison', 'Vennela Kishore', 'Kalyani N.']"
228,2017,7.1,Shatamanam Bhavati,Satish Vegesna,"['Sharwanand', 'Anupama Parameswaran', 'Prakash Raj', 'Jayasudha']"
229,2017,8.0,Malli Raava,Gowtam Tinnanuri,"['Sumanth', 'Aakanksha Singh', 'Annapoorna', 'Darbha Appaji Ambarisha']"
230,2004,5.8,Suryam,Samudra V.,"['Mohan Babu', 'Vishnu Manchu', 'Celina Jaitly', 'Archana Shastry']"
231,2004,5.3,Naani,S.J. Suryah,"['Mahesh Babu', 'Ameesha Patel', 'Ali', 'Raghu Babu']"
232,2013,7.4,Swamy Ra Ra,Sudheer Varma,"['Nikhil Siddharth', 'Swathi Reddy', 'Ravi Babu', 'Jeeva']"
233,2020,7.8,Meka Suri,Trinadh Velisila,"['Abhinay', 'Naresh Byreddy', 'Sharat Kumar', 'Sravan']"
234,2016,6.5,Premam,Chandoo Mondeti,"['Naga Chaitanya Akkineni', 'Shruti Haasan', 'Madonna Sebastian', 'Anupama Parameswaran']"
235,2006,6.3,Rakhi,Krishna Vamsi,"['N.T. Rama Rao Jr.', ""Ileana D'Cruz"", 'Charmy Kaur', 'Brahmanandam']"
236,2006,6.1,Asthram,Suresh Krishna,"['Vishnu Manchu', 'Jackie Shroff', 'Anushka Shetty', 'Sarath Babu']"
237,1993,8.2,Jamba Lakidi Pamba,E.V.V. Satyanarayana,"['V.K. Naresh', 'Aamani', 'Brahmanandam', 'Kota Srinivasa Rao']"
238,2019,8.1,Rakshasudu,Ramesh Varma,"['Sai Srinivas Bellamkonda', 'Anupama Parameswaran', 'Saravanan', 'Abhirami']"
239,2017,7.8,PSV Garuda Vega,Praveen Sattaru,"['Rajasekhar', 'Pooja Kumar', 'Adith Arun', 'Shraddha Das']"
240,2013,6.1,Balupu,Gopichand Malineni,"['Ravi Teja', 'Shruti Haasan', 'Anjali', 'Prakash Raj']"
241,2007,7.5,Aadavari Matalaku Ardhalu Verule,K. Selvaraghavan,"['Venkatesh Daggubati', 'Trisha Krishnan', 'Srikanth', 'Kota Srinivasa Rao']"
242,2010,6.1,Jhummandi Naadam,K. Raghavendra Rao,"['Manoj Kumar Manchu', 'Taapsee Pannu', 'Ali', 'Ananth']"
243,2008,6.1,Pandurangadu,K. Raghavendra Rao,"['Nandamuri Balakrishna', 'Sneha', 'Tabu', 'Ali']"
244,2005,5.9,Sree,Dasaradh,"['Manoj Kumar Manchu', 'Tamannaah Bhatia', 'Mohan Babu', 'Ajay']"
245,2011,6.6,Oh My Friend,Venu Sriram,"['Siddharth', 'Shruti Haasan', 'Hansika Motwani', 'Navdeep']"
246,II) (2006,5.6,Game,G. Ram Prasad,"['Giri Babu', 'Mohan Babu', 'Raghu Babu', 'Tanikella Bharani']"
247,2021,8.4,A (Ad Infinitum),Ugandhar Muni,"['Preethi Asrani', 'Basha', 'Beemaraju', 'Bharadwaj']"
248,2018,6.0,Antariksham 9000 kmph,Sankalp Reddy,"['Varun Tej', 'Aditi Rao Hydari', 'Lavanya Tripathi', 'Akhil']"
249,2018,6.4,Padi Padi Leche Manasu,Hanumantha Rao Raghavapudi,"['Sharwanand', 'Sai Pallavi', 'Suneel', 'Murli Sharma']"
250,2009,7.1,Konchem Ishtam Konchem Kashtam,Kishore Kumar Pardasani,"['Siddharth', 'Tamannaah Bhatia', 'Prakash Raj', 'Ramya Krishnan']"
251,2008,6.5,King,Sreenu Vaitla,"['Nagarjuna Akkineni', 'Trisha Krishnan', 'Srihari', 'Mamta Mohandas']"
252,2016,6.9,Saahasam Swaasaga Saagipo,Gautham Vasudev Menon,"['Naga Chaitanya Akkineni', 'Manjima Mohan', 'Baba Sehgal', 'Rakendu Mouli']"
253,2020,6.3,Disco Raja,Vi Anand,"['Ravi Teja', 'Tanya Hope', 'Nabha Natesh', 'Suneel']"
254,2018,5.7,Krishnarjuna Yudham,Merlapaka Gandhi,"['Nani', 'Anupama Parameswaran', 'Rukshar Dhillon', 'Brahmaji']"
255,2003,6.2,Vishnu,Shaji Kailas,"['Vishnu Manchu', 'Shilpa Anand', 'Brahmanandam', 'Tanikella Bharani']"
256,2009,7.3,Prayanam,Chandra Sekhar Yeleti,"['Brahmanandam', 'Daneil', 'Kalpika Ganesh', 'Payal Ghosh']"
257,2003,5.4,Johnny,Pawan Kalyan,"['Renu Desai', 'Raghuvaran', 'Mallikharjunarao', 'Geetha']"
258,II) (2018,7.9,Manu,Phanindra Narsetti,"['Raja Goutham', 'Chandini Chowdary', 'John Kottoly', 'Aberaam Varma']"
259,2019,5.5,Venky Mama,K.S. Ravindra,"['Naga Chaitanya Akkineni', 'Raashi Khanna', 'Prakash Raj', 'Nassar']"
260,2011,3.5,Sakthi,Meher Ramesh,"['N.T. Rama Rao Jr.', ""Ileana D'Cruz"", 'Pooja Bedi', 'Sonu Sood']"
261,2019,5.4,NTR: Mahanayakudu,Radha Krishna Jagarlamudi,"['Nandamuri Balakrishna', 'Sumanth', 'Doctor Ali', 'Anjali']"
262,2019,6.1,Mr. Majnu,Venky Atluri,"['Bhogavalli Bapineedu', 'Akhil Akkineni', 'Nidhhi Agerwal', 'Izabelle Leite', 'Farah Karimaee']"
263,2014,5.8,Current Theega,G. Nageswara Reddy,"['Manoj Kumar Manchu', 'Jagapathi Babu', 'Rakul Preet Singh', 'Raghu Babu']"
264,I) (2007,5.6,Don,Lawrence Raghavendra,"['Nagarjuna Akkineni', 'Anushka Shetty', 'Lawrence Raghavendra', 'Nikita Thukral']"
265,2002,7.7,Khadgam,Krishna Vamsi,"['Meka Srikanth', 'Prakash Raj', 'Ravi Teja', 'Sonali Bendre']"
266,2005,5.7,Bunny,V.V. Vinayak,"['Allu Arjun', 'Raghu Babu', 'Chalapathi Rao', 'Rajan P. Dev']"
267,2021,8.2,Cinemabandi,Praveen Kandregula,"['Vikas Vasistha', 'Sandeep Varanasi', 'Rag Mayur', 'Trishara']"
268,2011,6.3,Mirapakai,Harish Shankar,"['Ravi Teja', 'Richa Langella', 'Deeksha Seth', 'Prakash Raj']"
269,2021,9.8,Devineni,Narra Sivanageswararao,"['Nandamuri Tharak', 'Naveena Reddy', 'Suresh Kondeti']"
270,2015,7.5,Malli Malli Idhi Rani Roju,Kranthi Madhav,"['Sharwanand', 'Nithya Menen', 'Punarnavi Bhupalam', 'Chinna']"
271,2021,8.5,Mosagallu,Jeffrey Gee Chin,"['Vishnu Manchu', 'Kajal Aggarwal', 'Sunil Shetty', 'Ruhi Singh']"
272,2010,3.5,Varudu,Gunasekhar,"['Suhasini', 'Sayaji Shinde', 'Singeetam Srinivasa Rao', 'Ashish Vidyarthi']"
273,2020,6.4,Aswathama,Ramana Teja,"['Naga Shaurya', 'Mehreen Pirzada', 'Jisshu Sengupta', 'Prince Cecil']"
274,2018,6.3,Chalo,Venky Kudumula,"['Naga Shaurya', 'Rashmika Mandanna', 'Achyuth Kumar', 'Mime Gopi']"
275,2018,4.3,Amar Akbar Anthony,Sreenu Vaitla,"['Ravi Teja', ""Ileana D'Cruz"", 'Vikramjeet Virk', 'Abhimanyu Singh']"
276,2012,5.3,Uu Kodathara Ulikki Padathara,Sekhar Raja,"['Manoj Kumar Manchu', 'Deeksha Seth', 'Nandamuri Balakrishna', 'Panchi Bora']"
277,2016,7.0,Express Raja,Merlapaka Gandhi,"['Sharwanand', 'Surabhi', 'Urvashi', 'Krishna Murali Posani']"
278,2004,7.4,Gharshana,Gautham Vasudev Menon,"['Venkatesh Daggubati', 'Asin Thottumkal', 'Saleem Baig', 'Daniel Balaji']"
279,2020,7.0,Jaanu,C. Prem Kumar,"['Sharwanand', 'Sai Kiran Kumar', 'Samantha Akkineni', 'Gouri Kishan']"
280,2013,7.2,Uyyala Jampala,Virinchi Varma,"['Raj Tarun', 'Avika Gor', 'Joy Badlani', 'Punarnavi Bhupalam']"
281,2011,7.1,Gaganam,Radha Mohan,"['Nagarjuna Akkineni', 'Prakash Raj', 'Poonam Kaur', 'Harshavardhan']"
282,2013,6.6,Sahasam,Chandra Sekhar Yeleti,"['Tottempudi Gopichand', 'Taapsee Pannu', 'Shakti Kapoor', 'Raaj Singh Arora']"
283,2019,6.6,Gaddalakonda Ganesh,Harish Shankar,"['Varun Tej', 'Atharvaa Murali', 'Mirnalini Ravi', 'Pooja Hegde']"
284,2008,7.1,Nenu Meeku Telusa...?,Sastry Ajay,"['Ali', 'Tanikella Bharani', 'Brahmanandam', 'Mallikharjunarao']"
285,2012,6.6,Mr. Nookayya,Ani Kanneganti,"['Manoj Kumar Manchu', 'Kriti Kharbanda', 'Sana Khaan', 'Raja']"
286,2018,6.1,Srinivasa Kalyanam,Satish Vegesna,"['Nithiin', 'Raashi Khanna', 'Nandita Shwetha', 'Prakash Raj']"
287,2017,6.6,Puriyaadha Pudhir,Ranjit Jeyakodi,"['Vijay Sethupathi', 'Gayathrie', 'Mahima Nambiar', 'Ramesh Thilak']"
288,2011,6.6,Sri Rama Rajyam,Bapu,"['Akkineni Nageshwara Rao', 'Nandamuri Balakrishna', 'Nayanthara', 'Srikanth']"
289,1993,7.4,Major Chandrakanth,K. Raghavendra Rao,"['Taraka Rama Rao Nandamuri', 'Mohan Babu', 'Brahmanandam', 'Manoj Kumar Manchu']"
290,2012,7.3,Yeto Vellipoyindhi Manasu,Gautham Vasudev Menon,"['Nani', 'Samantha Akkineni', 'Krishnudu', 'Karthik Nagarajan']"
291,2007,6.5,Dubai Seenu,Sreenu Vaitla,"['Ravi Teja', 'Nayanthara', 'J.D. Chakravarthi', 'Neha Bamb']"
292,1985,5.9,Ragile Gundelu,P. Chandrasekhara Reddy,"['Mohan Babu', 'Vishnu Manchu', 'Pandharibai', 'Radhika Sarathkumar']"
293,2008,4.9,Kantri,Meher Ramesh,"['N.T. Rama Rao Jr.', 'Hansika Motwani', 'Tanishaa Mukerji', 'Ali']"
294,2019,8.4,Mallesham,Raj Rachakonda,"['Priyadarshi', 'Jhansi', 'Ananya Nagalla', 'Chakrapani Ananda']"
295,2004,5.8,Gudumba Shankar,Veera Shankar,"['Pawan Kalyan', 'Meera Jasmine', 'Ashish Vidyarthi', 'Rajan P. Dev']"
296,2021,9.1,Tempt Raja,Veernala Rama Krishna Rao,[]
297,2017,6.4,Vunnadhi Okate Zindagi,Thirumala Kishore,"['Ram Pothineni', 'Mahesh Achanta', 'Anisha Ambrose', 'Anand']"
298,1955,8.5,Missamma,L.V. Prasad,"['Taraka Rama Rao Nandamuri', 'Savitri', 'Akkineni Nageshwara Rao', 'S.V. Ranga Rao']"
299,2007,5.6,Munna,Vamshi Paidipally,"['Prabhas', ""Ileana D'Cruz"", 'Prakash Raj', 'Kota Srinivasa Rao']"
300,2010,6.0,Ragada,Veeru Potla,"['Nagarjuna Akkineni', 'Anushka Shetty', 'Priyamani', 'Pradeep Singh Rawat']"
301,2017,5.9,LIE,Hanumantha Rao Raghavapudi,"['Nithiin', 'Megha Akash', 'Ravi Kishan', 'Prudhviraj']"
302,2009,5.2,Ek Niranjan,Puri Jagannadh,"['Prabhas', 'Kangana Ranaut', 'Sonu Sood', 'Mukul Dev']"
303,2019,6.3,Prati Roju Pandaage,Maruthi Dasari,"['Mahesh Achanta', 'Ajay', 'Bhadram', 'Gayatri Bhargavi']"
304,2016,7.7,Manamantha,Chandra Sekhar Yeleti,"['Mohanlal', 'Gautami', 'Viswant Duddumpudi', 'Raina Rao']"
305,2015,6.9,Dynamite,Deva Katta,"['Vishnu Manchu', 'J.D. Chakravarthi', 'Harsha Chemudu', 'Nagineedu']"
306,2013,6.1,Potugadu,Pawan Wadeyar,"['Manoj Kumar Manchu', 'Simran Kaur Mundi', 'Sakshi Chaudhary', 'Anupriya Goenka']"
307,2015,6.7,Dongata,Vamsi Krishna,"['Lakshmi Manchu', 'Adivi Sesh', 'Nagarjuna Akkineni', 'Brahmanandam']"
308,2008,7.3,Ashta Chamma,Mohana Krishna Indraganti,"['Nani', 'Swathi Reddy', 'Srinivas Avasarala', 'Tanikella Bharani']"
309,2015,5.1,Kick 2,Surender Reddy,"['Gogu', 'Ravi Teja', 'Rakul Preet Singh', 'Rajsekhar Aningi', 'Darbha Appaji Ambarisha']"
310,2007,5.3,Shankardada Zindabad,Prabhu Deva,"['Chiranjeevi', 'Meka Srikanth', 'Karishma Kotak', 'Dilip Prabhavalkar']"
311,2018,5.9,Chal Mohan Ranga,Krishna Chaitanya,"['Nithiin', 'Megha Akash', 'Madhunandan', 'Rao Ramesh']"
312,2007,6.5,Raju Bhai,R. Surya Kiran,"['Ali', 'Tanikella Bharani', 'Brahmanandam', 'Sheela Kaur']"
313,2011,6.3,Vastadu Naa Raju,Hemant Madhukar,"['Gopireddy Mallikarjuna Reddy', 'Vishnu Manchu', 'Taapsee Pannu', 'Prakash Raj', 'Tanikella Bharani']"
314,2014,6.0,Oka Laila Kosam,Vijay Kumar Konda,"['Naga Chaitanya Akkineni', 'Pooja Hegde', 'Suman', 'Sayaji Shinde']"
315,1990,8.0,Jagadeka Veerudu Athiloka Sundari,K. Raghavendra Rao,"['Chiranjeevi', 'Sridevi', 'Tanikella Bharani', 'Brahmanandam']"
316,2006,4.8,Annavaram,Srinivasa Rao Bhimaneni,"['Gridhar', 'Sippy', 'Pawan Kalyan', 'Asin Thottumkal', 'Sandhya', 'Lal']"
317,2003,7.4,Amma Nanna O Tamila Ammayi,Puri Jagannadh,"['Ravi Teja', 'Prakash Raj', 'Jayasudha', 'Asin Thottumkal']"
318,2020,6.2,Gatham,Kiran Kondamadugula,"['Bhargava Poludasu', 'Rakesh Galebhe', 'Poojitha Kuraparthi', 'Lakshmi Bharadwaj']"
319,2013,7.1,Prema Katha Chitram,J. Prabhakar Reddy,"['Maruthi Dasari', 'Sudheer Babu Posani', 'Nandita Raj', 'Praveen', 'Sapthagiri']"
320,I) (2014,5.8,Power,K.S. Ravindra,"['Ajay', 'Brahmaji', 'Brahmanandam', 'Regina Cassandra']"
321,2010,6.0,Don Seenu,Gopichand Malineni,"['Ravi Teja', 'Shriya Saran', 'Srihari', 'Sayaji Shinde']"
322,1997,6.4,Adavilo Anna,Gopal B.,"['Mohan Babu', 'Tanikella Bharani', 'Brahmanandam', 'Manoj Kumar Manchu']"
323,1994,7.1,Punya Bhoomi Naa Desam,Kodanda Rami Reddy A.,"['Mohan Babu', 'Manoj Kumar Manchu', 'Meena', 'Narayana Rao Dasari']"
324,2010,6.9,Bindaas,Veeru Potla,"['Manoj Kumar Manchu', 'Sheena Shahabadi', 'Raghu Babu', 'Banerjee']"
325,2021,6.8,Check,Chandra Sekhar Yeleti,"['Sai Chand', 'Simran Choudhary', 'Harshavardhan', 'Nithiin']"
326,2017,5.2,Jaya Janaki Nayaka,Boyapati Srinu,"['Sai Srinivas Bellamkonda', 'Rakul Preet Singh', 'Jagapathi Babu', 'Pragya Jaiswal']"
327,2017,7.0,Okka Kshanam,Vi Anand,"['Allu Sirish', 'Surabhi', 'Srinivas Avasarala', 'Seerat Kapoor']"
328,2009,6.8,Oy!,Anand Ranga,"['Siddharth', 'Shamili', 'Ali', 'Bhanu']"
329,2018,6.7,Gayatri,Madan,"['Ali', 'Rajsekhar Aningi', 'Giri Babu', 'Mohan Babu']"
330,2012,6.0,Endukante... Premanta,A. Karunakaran,"['Ram Pothineni', 'Tamannaah Bhatia', 'Raghu Babu', 'Brahmanandam']"
331,2015,6.7,Pataas,Anil Ravipudi,"['Nandamuri Kalyan Ram', 'Ashutosh Rana', 'Sai Kumar', 'Shruti Sodhi']"
332,2021,3.3,Alludu Adhurs,Santosh Srinivas,"['Sai Srinivas Bellamkonda', 'Nabha Natesh', 'Anu Emmanuel', 'Sonu Sood']"
333,2006,4.7,Bangaram,Dharani,"['Pawan Kalyan', 'Meera Chopra', 'Reema Sen', 'Ashutosh Rana']"
334,2012,6.8,Krishnam Vande Jagadgurum,Radha Krishna Jagarlamudi,"['Annapoorna', 'Raghu Babu', 'Brahmanandam', 'Rana Daggubati']"
335,2017,5.9,Luck Unnodu,Raaja Kiran,"['Raghu Babu', 'Tanikella Bharani', 'Vishnu Manchu', 'Hansika Motwani']"
336,2012,6.4,Life Is Beautiful,Sekhar Kammula,"['Abijeet Duddala', 'Kaushik', 'Sudhakar Komakula', 'Rashmi Shastry']"
337,2016,7.2,Shourya,Dasaradh,"['Brahmanandam', 'Regina Cassandra', 'Manoj Kumar Manchu', 'Nagineedu']"
338,2017,7.4,Okkadu Migiladu,Ajay Andrews Nuthakki,"['Anisha Ambrose', 'Milind Gunaji', 'Manoj Kumar Manchu', 'Murali Mohan']"
339,2014,6.4,Loukyam,Sriwass,"['Tottempudi Gopichand', 'Rakul Preet Singh', 'Santosh Kumar Yadav', 'Raghu Babu']"
340,2021,8.6,Devarakondalo Vijay Premakatha,Ramana S. Venkat,"['Mouryani', 'Vijay Shankar']"
341,2019,4.9,Seetha,Teja,"['Sai Srinivas Bellamkonda', 'Kajal Aggarwal', 'Meena Kumari', 'Bhagyaraj']"
342,1986,8.3,Swathi Muthyam,K. Viswanath,"['Kamal Haasan', 'Radhika Sarathkumar', 'Allu Arjun', 'Sarath Babu']"
343,2002,7.4,Nuvve.. Nuvve...,Trivikram Srinivas,"['Tarun', 'Shriya Saran', 'Prakash Raj', 'Tanikella Bharani']"
344,2018,5.1,Sailaja Reddy Alludu,Maruthi Dasari,"['Naga Chaitanya Akkineni', 'Anu Emmanuel', 'Ramya Krishnan', 'V.K. Naresh']"
345,2011,6.2,Kandireega,Santosh Srinivas,"['Ram Pothineni', 'Hansika Motwani', 'Aksha Pardasany', 'Sonu Sood']"
346,2000,5.7,Yuvaraju,Y.V.S. Chowdary,"['Mahesh Babu', 'Simran', 'Sakshi Shivanand', 'Ali']"
347,2021,7.7,Power Play,Vijay Kumar Konda,"['Abhilash', 'Ajay', 'Darbha Appaji Ambarisha', 'Basha']"
348,2021,7.2,Rang De,Venky Atluri,"['Abhinav Gomatam', 'Ronit Kamra', 'Vennela Kishore', 'V.K. Naresh']"
349,2017,6.4,Mahanubhavudu,Maruthi Dasari,"['Sharwanand', 'Mehreen Pirzada', 'Nasser', 'Kalyani N.']"
350,2017,6.6,Gunturodu,S.K. Satya,"['Palamuru Devaraj', 'Pragya Jaiswal', 'Manoj Kumar Manchu', 'Rajendra Prasad']"
351,2021,9.0,True,Mandala Syam,"['Kalpalatha', 'Lavanya', 'Mahendranath', 'Madhusudhan Rao']"
352,2015,5.2,Bengal Tiger,Sampath Nandi,"['Ravi Teja', 'Tamannaah Bhatia', 'Raashi Khanna', 'Brahmanandam']"
353,2017,5.3,Raju Gari Gadhi 2,Omkar,"['Samantha Akkineni', 'Nagarjuna Akkineni', 'Seerat Kapoor', 'Abhinaya']"
354,2000,4.7,Vamsee,Gopal B.,"['Ali', 'Mahesh Babu', 'Tanikella Bharani', 'Brahmanandam']"
355,2006,5.8,Pournami,Prabhu Deva,"['Prabhas', 'Trisha Krishnan', 'Charmy Kaur', 'Tanikella Bharani']"
356,2019,6.6,118,K.V. Guhan,"['Nandamuri Kalyan Ram', 'Nivetha Thomas', 'Shalini Pandey', 'Nassar']"
357,2021,7.0,Sreekaram,Kishor B.,"['Aamani', 'Rajsekhar Aningi', 'Priyanka Arulmohan', 'Keshav Deepak']"
358,2021,7.6,Ee Kathalo Paathralu Kalpitam,Abhiram .M.,"['Pavan Tej Konidela', 'Meghana', 'Lakshmi Jai', 'Prithviraj']"
359,2018,6.8,Neevevaro,Hari,"['Hari Nath', 'Taapsee Pannu', 'Ritika Singh', 'Aadhi', 'Vennela Kishore']"
360,2017,6.4,Goutham Nanda,Sampath Nandi,"['Tottempudi Gopichand', 'Catherine Tresa', 'Mukesh Rishi', 'Chandramohan']"
361,2021,8.9,Kadhanika,Jagadeesh Dugana,"['Srikanth Iyengar', 'Manoj Nandam', 'Bhel Prasad', 'Ravi Varma']"
362,2008,6.9,Neninthe,Puri Jagannadh,"['Ravi Teja', 'Abhinaya', 'Aravind', 'Krishna Bhagavan']"
363,2017,5.6,Rarandoi Veduka Chudham,Kalyan Krishna,"['Rakul Preet Singh', 'Naga Chaitanya Akkineni', 'Avantika', 'Jagapathi Babu']"
364,2019,7.4,Ek,Sampath Rudra,"['Bishnu Adhikari', 'Himanshi Khurana', 'Aparna Sharma', 'Prudhviraj']"
365,2014,5.3,Heart Attack,Puri Jagannadh,"['Nithiin', 'Adah Sharma', 'Vikramjeet Virk', 'Brahmanandam']"
366,2002,7.1,Idiot,Puri Jagannadh,"['Ravi Teja', 'Rakshitha', 'Ali', 'Giri Babu']"
367,2006,5.7,Ashok,Surender Reddy,"['N.T. Rama Rao Jr.', 'Sameera Reddy', 'Sonu Sood', 'Prakash Raj']"
368,2017,8.0,Guru,Sudha Kongara,"['Venkatesh Daggubati', 'Ritika Singh', 'Mumtaz Sorcar', 'Nassar']"
369,2018,4.8,Touch Chesi Chudu,Vikram Sirikonda,"['Ravi Teja', 'Raashi Khanna', 'Seerat Kapoor', 'Freddy Daruwala']"
370,2015,6.7,Mosagallaku Mosagadu,Bose Nelluri,"['Appalaraju', 'Chandramohan', 'Deva', 'Dinesh']"
371,I) (2016,6.4,Attack,Ram Gopal Varma,"['Manoj Kumar Manchu', 'Jagapathi Babu', 'Prakash Raj', 'Surabhi']"
